Date,Close,High,Low,Open,Volume
2023-05-03,4090.75,4148.2998046875,4088.860107421875,4122.25,4246510000
2023-05-04,4061.219970703125,4082.610107421875,4048.280029296875,4082.550048828125,4920090000
2023-05-05,4136.25,4147.02001953125,4084.72998046875,4084.72998046875,4186270000
