Date,Close,High,Low,Open,Volume
2023-03-22,3936.969970703125,4039.489990234375,3936.169921875,4002.0400390625,4533010000
2023-03-23,3948.719970703125,4007.659912109375,3919.050048828125,3959.2099609375,4991600000
2023-03-24,3970.989990234375,3972.739990234375,3909.159912109375,3939.2099609375,4583970000
